profile_version,bank_hash,sequence_id,seed,validation_status,V00,V01,V10,V11,safe_policy_side_payoff,safe_policy_total_payoff,completion_margin,optimal_main_count,optimal_movie_count,optimal_side_count,required_B_min,required_M_min,required_B_plus_M_min,optimal_side_task_bundle,optimal_contribution_breakdown,task_appearance_counts,optimal_selection_counts,safe_selection_counts,completed_structured_bonuses
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1884,2026082884,certified,2085,1186,1211,440,226,6226,2015,60,20,20,970,995,1869,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":26,""fives"":41,""infinite_scroll"":32,""simple_a"":88,""simple_b"":76,""trio_a"":55,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":3,""trio_a"":0,""trio_b"":10}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1885,2026082885,certified,1965,1150,1165,440,168,6168,2003,60,20,20,992,1007,1807,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":25,""fives"":40,""infinite_scroll"":32,""simple_a"":81,""simple_b"":75,""trio_a"":66,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":6,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1886,2026082886,certified,2299,1206,1411,440,236,6236,1825,60,20,20,980,1185,2073,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":28,""cumulative_b"":29,""fives"":40,""infinite_scroll"":32,""simple_a"":83,""simple_b"":68,""trio_a"":61,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":0,""trio_b"":12}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1887,2026082887,certified,2072,1182,1346,440,236,6236,1890,60,20,20,956,1120,1846,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":23,""cumulative_b"":28,""fives"":38,""infinite_scroll"":32,""simple_a"":79,""simple_b"":80,""trio_a"":69,""trio_b"":51}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":1,""infinite_scroll"":0,""simple_a"":1,""simple_b"":5,""trio_a"":1,""trio_b"":12}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1888,2026082888,certified,1958,1158,1124,440,174,6174,2016,60,20,20,994,960,1794,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":29,""cumulative_b"":24,""fives"":50,""infinite_scroll"":32,""simple_a"":79,""simple_b"":78,""trio_a"":53,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":0,""simple_b"":0,""trio_a"":4,""trio_b"":12}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1889,2026082889,certified,1946,1208,1124,440,208,6208,2000,60,20,20,1010,926,1748,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":24,""fives"":49,""infinite_scroll"":32,""simple_a"":79,""simple_b"":74,""trio_a"":59,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":2,""simple_b"":4,""trio_a"":3,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1890,2026082890,certified,1949,1172,1213,440,156,6156,1943,60,20,20,1026,1067,1803,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":26,""fives"":35,""infinite_scroll"":32,""simple_a"":84,""simple_b"":79,""trio_a"":62,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":3,""simple_b"":4,""trio_a"":4,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1891,2026082891,certified,2229,1192,1409,440,210,6210,1801,60,20,20,992,1209,2029,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":29,""fives"":41,""infinite_scroll"":32,""simple_a"":82,""simple_b"":82,""trio_a"":53,""trio_b"":56}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":0,""simple_b"":3,""trio_a"":4,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1892,2026082892,certified,2078,1190,1268,440,192,6192,1924,60,20,20,1008,1086,1896,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":23,""cumulative_b"":27,""fives"":43,""infinite_scroll"":32,""simple_a"":81,""simple_b"":75,""trio_a"":64,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":0,""simple_b"":0,""trio_a"":8,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1893,2026082893,certified,1868,1180,1088,440,166,6166,1986,60,20,20,1024,932,1712,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":23,""fives"":38,""infinite_scroll"":32,""simple_a"":84,""simple_b"":83,""trio_a"":63,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":4,""simple_b"":2,""trio_a"":4,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1894,2026082894,certified,1947,1158,1165,440,162,6162,1997,60,20,20,1006,1013,1795,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":29,""cumulative_b"":25,""fives"":28,""infinite_scroll"":32,""simple_a"":80,""simple_b"":85,""trio_a"":65,""trio_b"":56}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":6,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1895,2026082895,certified,1838,1184,1094,440,216,6216,2032,60,20,20,978,888,1632,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":24,""fives"":39,""infinite_scroll"":32,""simple_a"":77,""simple_b"":72,""trio_a"":66,""trio_b"":64}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":1,""simple_b"":5,""trio_a"":2,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1896,2026082896,certified,2007,1200,1165,440,212,6212,2012,60,20,20,998,963,1805,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":30,""cumulative_b"":25,""fives"":39,""infinite_scroll"":32,""simple_a"":78,""simple_b"":77,""trio_a"":66,""trio_b"":53}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":3,""trio_b"":12}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1897,2026082897,certified,1824,1156,1094,440,192,6192,2036,60,20,20,974,912,1642,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":24,""fives"":34,""infinite_scroll"":32,""simple_a"":84,""simple_b"":81,""trio_a"":63,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":1,""infinite_scroll"":0,""simple_a"":4,""simple_b"":1,""trio_a"":7,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1898,2026082898,certified,1818,1174,1090,440,200,6200,2026,60,20,20,984,900,1628,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":24,""fives"":39,""infinite_scroll"":32,""simple_a"":84,""simple_b"":84,""trio_a"":65,""trio_b"":47}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":5,""simple_b"":3,""trio_a"":4,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1899,2026082899,certified,1948,1176,1124,440,176,6176,2000,60,20,20,1010,958,1782,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":28,""cumulative_b"":24,""fives"":38,""infinite_scroll"":32,""simple_a"":74,""simple_b"":79,""trio_a"":63,""trio_b"":62}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":6,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1900,2026082900,certified,1791,1162,1057,440,170,6170,2008,60,20,20,1002,897,1631,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":23,""cumulative_b"":22,""fives"":38,""infinite_scroll"":32,""simple_a"":89,""simple_b"":84,""trio_a"":57,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":0,""simple_b"":5,""trio_a"":4,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1901,2026082901,certified,1640,1172,910,440,154,6154,1982,60,20,20,1028,766,1496,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":20,""fives"":42,""infinite_scroll"":32,""simple_a"":88,""simple_b"":79,""trio_a"":63,""trio_b"":52}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":4,""infinite_scroll"":0,""simple_a"":2,""simple_b"":3,""trio_a"":5,""trio_b"":6}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1902,2026082902,certified,1797,1168,1057,440,174,6174,2006,60,20,20,1004,893,1633,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":27,""cumulative_b"":22,""fives"":33,""infinite_scroll"":32,""simple_a"":78,""simple_b"":85,""trio_a"":64,""trio_b"":59}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":3,""infinite_scroll"":0,""simple_a"":1,""simple_b"":2,""trio_a"":4,""trio_b"":10}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1903,2026082903,certified,1914,1196,1088,440,214,6214,2018,60,20,20,992,884,1710,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":23,""cumulative_b"":23,""fives"":39,""infinite_scroll"":32,""simple_a"":81,""simple_b"":81,""trio_a"":63,""trio_b"":58}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":3,""simple_b"":1,""trio_a"":4,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1904,2026082904,certified,1896,1188,1124,440,194,6194,2006,60,20,20,1004,940,1712,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":26,""cumulative_b"":24,""fives"":40,""infinite_scroll"":32,""simple_a"":79,""simple_b"":79,""trio_a"":66,""trio_b"":54}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":1,""simple_b"":3,""trio_a"":1,""trio_b"":13}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1905,2026082905,certified,1945,1162,1201,440,232,6232,2031,60,20,20,940,979,1723,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":22,""cumulative_b"":26,""fives"":42,""infinite_scroll"":32,""simple_a"":82,""simple_b"":73,""trio_a"":59,""trio_b"":64}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":3,""simple_b"":0,""trio_a"":0,""trio_b"":12}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1906,2026082906,certified,1880,1208,1108,440,210,6210,2002,60,20,20,1008,908,1680,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":22,""cumulative_b"":24,""fives"":37,""infinite_scroll"":32,""simple_a"":84,""simple_b"":83,""trio_a"":64,""trio_b"":54}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":1,""simple_b"":3,""trio_a"":4,""trio_b"":7}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1907,2026082907,certified,2128,1180,1340,440,182,6182,1842,60,20,20,1008,1168,1956,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":24,""cumulative_b"":28,""fives"":45,""infinite_scroll"":32,""simple_a"":80,""simple_b"":77,""trio_a"":58,""trio_b"":56}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":2,""infinite_scroll"":0,""simple_a"":1,""simple_b"":3,""trio_a"":6,""trio_b"":8}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1908,2026082908,certified,1995,1164,1211,440,180,6180,1969,60,20,20,994,1041,1825,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":25,""cumulative_b"":26,""fives"":35,""infinite_scroll"":32,""simple_a"":89,""simple_b"":76,""trio_a"":62,""trio_b"":55}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":5,""infinite_scroll"":0,""simple_a"":2,""simple_b"":1,""trio_a"":7,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
certified-baseline-v4,4f586b7c14a03b23f752cfb261c493a5428a379f3c22d5d4ac8aa5c325bf4941,1909,2026082909,certified,1981,1188,1165,440,178,6178,1990,60,20,20,1020,997,1813,"{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":376,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":64,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":22,""cumulative_b"":25,""fives"":43,""infinite_scroll"":32,""simple_a"":83,""simple_b"":84,""trio_a"":58,""trio_b"":53}","{""cumulative_a"":0,""cumulative_b"":16,""fives"":0,""infinite_scroll"":0,""simple_a"":0,""simple_b"":4,""trio_a"":0,""trio_b"":0}","{""cumulative_a"":0,""cumulative_b"":0,""fives"":6,""infinite_scroll"":0,""simple_a"":2,""simple_b"":2,""trio_a"":5,""trio_b"":5}","{""fives"":0,""trio_a"":0,""trio_b"":0}"
